,InvoiceNumber,OrderNumber,QuoteNumber,InvoiceDate,DueDate,InvoiceStatus,Customer,Comments,PostalAddress,DeliveryAddress,DeliveryInstruction,SubTotal,TaxTotal,Total,BCSubTotal,BCTaxTotal,BCTotal,CreatedBy,PaymentTerm,InvoiceLines,Guid,LastModifiedOn
29,SI-00000094,SO-00000094,,2021-02-17 14:02:13.916,2021-03-19 14:02:13.916,Completed,"{'CustomerCode': 'GBRO', 'CustomerName': 'Griffin Brothers Fabrication Ltd.', 'CurrencyId': 8, 'Guid': '66b78e78-72de-4ce6-8273-4714d1eef780', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,3996.0,599.4,4595.4,4209.86,631.48,4841.34,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'e57b4130-ca43-429d-9adf-2d88086d8b3d', 'ProductCode': 'CHAIR', 'ProductDescription': 'Lounge Chair'}, 'OrderQuantity': 4.0, 'InvoiceQuantity': 4.0, 'UnitPrice': 999.0, 'DiscountRate': 0.0, 'LineTotal': 3996.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 599.4, 'BCUnitPrice': 1052.4652, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '60bc5e30-7b7b-4152-b83e-51f4dba8297c', 'LastModifiedOn': '/Date(1613523733916)/'}]",5d5a0fea-156b-4c36-9359-3a9ab6a38be5,2021-02-17 14:02:13.916
30,SI-00000093,SO-00000093,,2021-02-15 14:02:13.916,2021-03-17 14:02:13.916,Completed,"{'CustomerCode': 'LMH001', 'CustomerName': 'LMH Industries', 'CurrencyId': 110, 'Guid': 'f3b59598-528f-4102-85d3-1f451595add1', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,5097.0,0.0,5097.0,5097.0,0.0,5097.0,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '861fd41a-9cbb-49b1-b35f-651867ef6503', 'ProductCode': 'SIDE', 'ProductDescription': 'Bookshelf Side'}, 'OrderQuantity': 3.0, 'InvoiceQuantity': 3.0, 'UnitPrice': 1699.0, 'DiscountRate': 0.0, 'LineTotal': 5097.0, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 1699.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'fc2d64db-42ef-441f-aa88-65ed94fecd2b', 'LastModifiedOn': '/Date(1613350933916)/'}]",ef84c962-e197-498e-839d-5cf197054074,2021-02-15 14:02:13.916
31,SI-00000092,SO-00000092,,2021-02-13 14:02:13.916,2021-03-15 14:02:13.916,Completed,"{'CustomerCode': 'EMWAR', 'CustomerName': ""Emmanuel's Discount Warehouse"", 'CurrencyId': 151, 'Guid': '1ced0364-4788-42c9-9d2e-0ca40e30f16c', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,999.9,0.0,999.9,1486.84,0.0,1486.84,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '7b0eda5d-b873-4cd5-8ca0-0d4d279bfbb8', 'ProductCode': 'DINING', 'ProductDescription': ' Dining Table'}, 'OrderQuantity': 10.0, 'InvoiceQuantity': 10.0, 'UnitPrice': 99.99, 'DiscountRate': 0.0, 'LineTotal': 999.9, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 148.684, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'a7e033ab-5b93-44fa-b9f6-34731b451a84', 'LastModifiedOn': '/Date(1613178133916)/'}]",ccc5d03d-b359-4873-90f4-57b7aa5706f6,2021-02-13 14:02:13.916
32,SI-00000091,SO-00000091,,2021-02-07 14:02:13.916,2021-03-09 14:02:13.916,Completed,"{'CustomerCode': 'BENEMP', 'CustomerName': ""Ben's Emporium"", 'CurrencyId': 110, 'Guid': 'f1cf4667-6c86-4a05-8794-7ff64a2fe74f', 'LastModifiedOn': '/Date(1623926605677)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,9343.48,1401.53,10745.01,9343.48,1401.53,10745.01,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '871bcd30-c636-4fe2-a5a0-734bdf961b6c', 'ProductCode': 'BOOKSHELF', 'ProductDescription': 'Wooden Bookshelf'}, 'OrderQuantity': 2.0, 'InvoiceQuantity': 2.0, 'UnitPrice': 2499.99, 'DiscountRate': 0.0, 'LineTotal': 4999.98, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 750.0, 'BCUnitPrice': 2499.99, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'e9cb0987-6b28-416a-8f07-1c581b844dc1', 'LastModifiedOn': '/Date(1612659733916)/'}, {'LineNumber': 2, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 30.0, 'InvoiceQuantity': 30.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 3748.5, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 562.28, 'BCUnitPrice': 124.95, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '665ec9ac-19ec-413b-9a59-bd4460eef748', 'LastModifiedOn': '/Date(1612659733916)/'}, {'LineNumber': 3, 'LineType': None, 'Product': {'Guid': '92749139-34bf-44a7-bfb1-e0aff00e137a', 'ProductCode': 'COUCH2', 'ProductDescription': '2-Seater Couch'}, 'OrderQuantity': 25.0, 'InvoiceQuantity': 25.0, 'UnitPrice': 12.0, 'DiscountRate': 0.0, 'LineTotal': 300.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 45.0, 'BCUnitPrice': 12.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '0d03855c-d9ef-4af3-b0e9-b7bf8bc57ebd', 'LastModifiedOn': '/Date(1612659733916)/'}, {'LineNumber': 4, 'LineType': None, 'Product': {'Guid': 'db69788b-b294-4cd3-9948-558912bbda80', 'ProductCode': 'STAIN', 'ProductDescription': 'Dark Wood Stain'}, 'OrderQuantity': 2.0, 'InvoiceQuantity': 2.0, 'UnitPrice': 147.5, 'DiscountRate': 0.0, 'LineTotal': 295.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 44.25, 'BCUnitPrice': 147.5, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '42b01435-37b4-4cfa-bde2-e52d44943419', 'LastModifiedOn': '/Date(1612659733916)/'}]",34212cae-129d-4aab-83b6-d42071b9c251,2021-02-07 14:02:13.916
33,SI-00000090,SO-00000090,,2021-02-03 14:02:13.916,2021-03-05 14:02:13.916,Completed,"{'CustomerCode': 'FRANCK', 'CustomerName': 'Franck & Co.', 'CurrencyId': 151, 'Guid': '92cc4f48-4627-45fb-b95c-2358911c9060', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,124.75,18.71,143.46,185.5,27.83,213.33,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '01184e86-570a-4a68-ba0d-9ae46e6d4f5e', 'ProductCode': 'SCREWS', 'ProductDescription': 'Box of Screws'}, 'OrderQuantity': 25.0, 'InvoiceQuantity': 25.0, 'UnitPrice': 4.99, 'DiscountRate': 0.0, 'LineTotal': 124.75, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 18.71, 'BCUnitPrice': 7.4201, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '9a3972a0-2d72-4e43-9922-1f4244d7a170', 'LastModifiedOn': '/Date(1612314133916)/'}]",ff9dccf5-dc8d-4040-8193-987b85ad2a64,2021-02-03 14:02:13.916
34,SI-00000089,SO-00000089,,2021-01-29 14:02:13.916,2021-02-28 14:02:13.916,Completed,"{'CustomerCode': 'SIREEN', 'CustomerName': 'The House of Sireen', 'CurrencyId': 48, 'Guid': '1e6c005c-54e8-4af5-bbb1-63d2a7617552', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,4373.25,655.99,5029.24,9840.8,1476.12,11316.92,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 35.0, 'InvoiceQuantity': 35.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 4373.25, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 655.99, 'BCUnitPrice': 281.1656, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '84742b69-6a2d-4e39-a5dd-6f5848df65ac', 'LastModifiedOn': '/Date(1611882133916)/'}]",574d1be4-4cad-4364-a452-cfba272ac05d,2021-01-29 14:02:13.916
35,SI-00000088,SO-00000088,,2021-01-25 14:02:13.916,2021-02-24 14:02:13.916,Completed,"{'CustomerCode': 'LMH001', 'CustomerName': 'LMH Industries', 'CurrencyId': 110, 'Guid': 'f3b59598-528f-4102-85d3-1f451595add1', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,1480.0,0.0,1480.0,1480.0,0.0,1480.0,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '74e86d55-dab8-4142-9f90-befd18e71b59', 'ProductCode': 'COUCH3', 'ProductDescription': '3-Seater Couch'}, 'OrderQuantity': 8.0, 'InvoiceQuantity': 8.0, 'UnitPrice': 185.0, 'DiscountRate': 0.0, 'LineTotal': 1480.0, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 185.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '460e30b7-39b6-465b-b2cb-e2bc3be61a52', 'LastModifiedOn': '/Date(1611536533916)/'}]",892e9dc7-088c-4770-bae3-ac4d91dde256,2021-01-25 14:02:13.916
36,SI-00000087,SO-00000087,,2021-01-20 14:02:13.916,2021-02-19 14:02:13.916,Completed,"{'CustomerCode': 'MATSUP', 'CustomerName': ""Matt's Supplies Ltd."", 'CurrencyId': 8, 'Guid': 'e482e0be-f1b2-4e28-9094-88de57237846', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2997.0,449.55,3446.55,3157.4,473.61,3631.01,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'e57b4130-ca43-429d-9adf-2d88086d8b3d', 'ProductCode': 'CHAIR', 'ProductDescription': 'Lounge Chair'}, 'OrderQuantity': 3.0, 'InvoiceQuantity': 3.0, 'UnitPrice': 999.0, 'DiscountRate': 0.0, 'LineTotal': 2997.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 449.55, 'BCUnitPrice': 1052.4652, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'ae47a471-012b-4145-9b2c-c1c05cc03f2a', 'LastModifiedOn': '/Date(1611104533916)/'}]",86120795-28cc-4d4c-b1d0-91e8825927f8,2021-01-20 14:02:13.916
37,SI-00000086,SO-00000086,,2021-01-17 14:02:13.916,2021-02-16 14:02:13.916,Completed,"{'CustomerCode': 'WADE', 'CustomerName': ""Wade's Apparel & Accessories"", 'CurrencyId': 110, 'Guid': '56de6b21-37c3-4aa8-a885-3da3490689aa', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2425.0,363.75,2788.75,2425.0,363.75,2788.75,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '344e29ea-e6de-43d3-82b2-7fb7ba6f7783', 'ProductCode': 'NAIL-S', 'ProductDescription': 'Small Nails'}, 'OrderQuantity': 30.0, 'InvoiceQuantity': 30.0, 'UnitPrice': 25.0, 'DiscountRate': 0.0, 'LineTotal': 750.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 112.5, 'BCUnitPrice': 25.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '5be054cb-5bbe-4d50-b5c6-0ec2b05c07ec', 'LastModifiedOn': '/Date(1610845333916)/'}, {'LineNumber': 2, 'LineType': None, 'Product': {'Guid': 'b5ba0cae-0e4b-460d-b288-16f0b124c0b8', 'ProductCode': 'NAIL-M', 'ProductDescription': 'Medium Nails'}, 'OrderQuantity': 35.0, 'InvoiceQuantity': 35.0, 'UnitPrice': 25.0, 'DiscountRate': 0.0, 'LineTotal': 875.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 131.25, 'BCUnitPrice': 25.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '709864c2-5c86-4368-ab43-bd3db70f897e', 'LastModifiedOn': '/Date(1610845333916)/'}, {'LineNumber': 3, 'LineType': None, 'Product': {'Guid': 'd5c1e57d-d905-44b8-a15d-887cbc3b2a4e', 'ProductCode': 'NAIL-L', 'ProductDescription': 'Large Nails'}, 'OrderQuantity': 32.0, 'InvoiceQuantity': 32.0, 'UnitPrice': 25.0, 'DiscountRate': 0.0, 'LineTotal': 800.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 120.0, 'BCUnitPrice': 25.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'f7cd79e5-005f-40bd-b2bf-e64bef671ee7', 'LastModifiedOn': '/Date(1610845333916)/'}]",9fb4520d-89c8-4649-b00a-e1ad68149295,2021-01-17 14:02:13.916
38,SI-00000085,SO-00000085,,2021-01-16 14:02:13.916,2021-02-15 14:02:13.916,Completed,"{'CustomerCode': 'GBRO', 'CustomerName': 'Griffin Brothers Fabrication Ltd.', 'CurrencyId': 8, 'Guid': '66b78e78-72de-4ce6-8273-4714d1eef780', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,5097.0,764.55,5861.55,5369.79,805.47,6175.26,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '861fd41a-9cbb-49b1-b35f-651867ef6503', 'ProductCode': 'SIDE', 'ProductDescription': 'Bookshelf Side'}, 'OrderQuantity': 3.0, 'InvoiceQuantity': 3.0, 'UnitPrice': 1699.0, 'DiscountRate': 0.0, 'LineTotal': 5097.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 764.55, 'BCUnitPrice': 1789.9284, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '19fb5a78-8d32-41a6-936f-68cd45ffd1f1', 'LastModifiedOn': '/Date(1610758933916)/'}]",b1246f12-d13b-4582-9248-c14593a395f2,2021-01-16 14:02:13.916
39,SI-00000084,SO-00000084,,2021-01-10 14:02:13.916,2021-02-09 14:02:13.916,Completed,"{'CustomerCode': 'GAR123', 'CustomerName': 'Garrick Inc.', 'CurrencyId': 8, 'Guid': '1a2d2582-8fe3-4a19-9cdf-86ca44e1ee30', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2499.0,374.85,2873.85,2632.74,394.91,3027.65,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 20.0, 'InvoiceQuantity': 20.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 2499.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 374.85, 'BCUnitPrice': 131.6372, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'cea20982-9d76-42f1-b5f3-7158faca324b', 'LastModifiedOn': '/Date(1610240533916)/'}]",f3453b0d-00e2-4211-b1ee-478faa125e4c,2021-01-10 14:02:13.916
40,SI-00000083,SO-00000083,,2021-01-05 14:02:13.916,2021-02-04 14:02:13.916,Completed,"{'CustomerCode': 'EMWAR', 'CustomerName': ""Emmanuel's Discount Warehouse"", 'CurrencyId': 151, 'Guid': '1ced0364-4788-42c9-9d2e-0ca40e30f16c', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,1999.8,0.0,1999.8,2973.68,0.0,2973.68,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '7b0eda5d-b873-4cd5-8ca0-0d4d279bfbb8', 'ProductCode': 'DINING', 'ProductDescription': ' Dining Table'}, 'OrderQuantity': 20.0, 'InvoiceQuantity': 20.0, 'UnitPrice': 99.99, 'DiscountRate': 0.0, 'LineTotal': 1999.8, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 148.684, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '4f74d071-24f6-40e3-8482-54dc78c45a38', 'LastModifiedOn': '/Date(1609808533916)/'}]",0688f902-7d7e-4d88-8329-12b607ad9c21,2021-01-05 14:02:13.916
41,SI-00000082,SO-00000082,,2021-01-02 14:02:13.916,2021-02-01 14:02:13.916,Completed,"{'CustomerCode': 'BENEMP', 'CustomerName': ""Ben's Emporium"", 'CurrencyId': 110, 'Guid': 'f1cf4667-6c86-4a05-8794-7ff64a2fe74f', 'LastModifiedOn': '/Date(1623926605677)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,4999.98,750.0,5749.98,4999.98,750.0,5749.98,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '871bcd30-c636-4fe2-a5a0-734bdf961b6c', 'ProductCode': 'BOOKSHELF', 'ProductDescription': 'Wooden Bookshelf'}, 'OrderQuantity': 2.0, 'InvoiceQuantity': 2.0, 'UnitPrice': 2499.99, 'DiscountRate': 0.0, 'LineTotal': 4999.98, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 750.0, 'BCUnitPrice': 2499.99, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '6c410718-b2c4-4bbe-8645-63f88c321d10', 'LastModifiedOn': '/Date(1609549333916)/'}]",f4cc033f-4335-478f-b007-adb8cb747d55,2021-01-02 14:02:13.916
42,SI-00000081,SO-00000081,,2020-12-27 14:02:13.916,2021-01-26 14:02:13.916,Completed,"{'CustomerCode': 'JUNIOR', 'CustomerName': 'The Junior Store', 'CurrencyId': 151, 'Guid': '2b7e7292-f98a-463e-a378-907d84cfc3d7', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,50.0,0.0,50.0,74.35,0.0,74.35,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'b5ba0cae-0e4b-460d-b288-16f0b124c0b8', 'ProductCode': 'NAIL-M', 'ProductDescription': 'Medium Nails'}, 'OrderQuantity': 2.0, 'InvoiceQuantity': 2.0, 'UnitPrice': 25.0, 'DiscountRate': 0.0, 'LineTotal': 50.0, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 37.1747, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '9583d39d-7d0a-4523-9557-81bda2388abd', 'LastModifiedOn': '/Date(1609030933916)/'}]",614abefc-82ce-4906-b3dd-bc889218173f,2020-12-27 14:02:13.916
43,SI-00000080,SO-00000080,,2020-12-20 14:02:13.916,2021-01-19 14:02:13.916,Completed,"{'CustomerCode': 'PTECH', 'CustomerName': 'PivacTech', 'CurrencyId': 48, 'Guid': '439ee17c-252f-4ace-9b76-9d1d0deb1a3b', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,120.0,18.0,138.0,270.03,40.5,310.53,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '92749139-34bf-44a7-bfb1-e0aff00e137a', 'ProductCode': 'COUCH2', 'ProductDescription': '2-Seater Couch'}, 'OrderQuantity': 10.0, 'InvoiceQuantity': 10.0, 'UnitPrice': 12.0, 'DiscountRate': 0.0, 'LineTotal': 120.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 18.0, 'BCUnitPrice': 27.0027, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'd0c558d5-2566-4d62-b932-c4ee93ef5dd2', 'LastModifiedOn': '/Date(1608426133916)/'}]",09cee18e-e98a-49ea-bc73-81573f3a0346,2020-12-20 14:02:13.916
44,SI-00000079,SO-00000079,,2020-12-19 14:02:13.916,2021-01-18 14:02:13.916,Completed,"{'CustomerCode': 'PTECH', 'CustomerName': 'PivacTech', 'CurrencyId': 48, 'Guid': '439ee17c-252f-4ace-9b76-9d1d0deb1a3b', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,3447.7,517.16,3964.86,7758.11,1163.72,8921.83,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '5d99ef7e-2439-4b6e-ab60-1137b8d8b5b7', 'ProductCode': 'GLUE', 'ProductDescription': 'Furniture Assembly Glue'}, 'OrderQuantity': 230.0, 'InvoiceQuantity': 230.0, 'UnitPrice': 14.99, 'DiscountRate': 0.0, 'LineTotal': 3447.7, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 517.16, 'BCUnitPrice': 33.7309, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'd90cb00b-af83-4dae-8997-2fdfa4f4f5ed', 'LastModifiedOn': '/Date(1608339733916)/'}]",5e9b6d2b-f772-4508-9600-7af2d204d6ec,2020-12-19 14:02:13.916
45,SI-00000078,SO-00000078,,2020-12-14 14:02:13.916,2021-01-13 14:02:13.916,Completed,"{'CustomerCode': 'LMH001', 'CustomerName': 'LMH Industries', 'CurrencyId': 110, 'Guid': 'f3b59598-528f-4102-85d3-1f451595add1', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2997.0,0.0,2997.0,2997.0,0.0,2997.0,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'e57b4130-ca43-429d-9adf-2d88086d8b3d', 'ProductCode': 'CHAIR', 'ProductDescription': 'Lounge Chair'}, 'OrderQuantity': 3.0, 'InvoiceQuantity': 3.0, 'UnitPrice': 999.0, 'DiscountRate': 0.0, 'LineTotal': 2997.0, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 999.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '17292115-a9b8-45ed-8ee4-f6f6bb550b97', 'LastModifiedOn': '/Date(1607907733916)/'}]",9ab67b7e-9ea7-42cf-b5f5-ab69cdd23c02,2020-12-14 14:02:13.916
46,SI-00000077,SO-00000077,,2020-12-10 14:02:13.916,2021-01-09 14:02:13.916,Completed,"{'CustomerCode': 'FRANCK', 'CustomerName': 'Franck & Co.', 'CurrencyId': 151, 'Guid': '92cc4f48-4627-45fb-b95c-2358911c9060', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,25.0,3.75,28.75,37.17,5.58,42.75,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'b5ba0cae-0e4b-460d-b288-16f0b124c0b8', 'ProductCode': 'NAIL-M', 'ProductDescription': 'Medium Nails'}, 'OrderQuantity': 1.0, 'InvoiceQuantity': 1.0, 'UnitPrice': 25.0, 'DiscountRate': 0.0, 'LineTotal': 25.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 3.75, 'BCUnitPrice': 37.1747, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '2f3f5d36-805f-4564-8d24-c201c9491f03', 'LastModifiedOn': '/Date(1607562133916)/'}]",d727e46a-2661-4702-bea2-fd47e9ce1a2b,2020-12-10 14:02:13.916
